pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
68971,20,4,Rural,Education,0.63,0.44,0.33,0.75,0.58,0.8,0.53,Quality Time,0.19,36,3,Urban,Finance,0.38,0.17,0.1,0.39,0.73,0.38,0.64,Physical Touch,0.44,51.5,0,72
68972,53,3,Suburban,Entrepreneurship,0.51,0.72,0.58,0.54,0.29,0.34,0.44,Physical Touch,0.84,41,2,Suburban,Finance,0.43,0.64,0.27,0.33,0.51,0.24,0.12,Physical Touch,0.27,50.0,0,62
68973,20,2,Rural,Science,0.6,0.42,0.66,0.35,0.38,0.3,0.45,Acts of Service,0.78,43,2,Rural,Education,0.38,0.84,0.58,0.68,0.51,0.15,0.25,Words of Affirmation,0.85,72.5,1,86
68974,42,3,Rural,Law,0.4,0.21,0.14,0.28,0.28,0.76,0.76,Acts of Service,0.2,30,2,Rural,Tech,0.31,0.74,0.45,0.82,0.87,0.37,0.3,Words of Affirmation,0.61,40.6,0,33
68975,29,3,Rural,Healthcare,0.54,0.34,0.66,0.7,0.15,0.62,0.68,Receiving Gifts,0.67,20,1,Urban,Entrepreneurship,0.46,0.36,0.29,0.61,0.82,0.68,0.6,Acts of Service,0.5,60.4,0,56
68976,29,4,Rural,Education,0.5,0.83,0.4,0.55,0.28,0.84,0.48,Receiving Gifts,0.37,46,3,Urban,Marketing,0.45,0.28,0.83,0.35,0.78,0.64,0.64,Physical Touch,0.85,63.3,0,43
68977,49,2,Urban,Finance,0.2,0.88,0.61,0.04,0.34,0.72,0.66,Words of Affirmation,0.47,26,1,Suburban,Education,0.2,0.4,0.39,0.54,0.39,0.29,0.17,Physical Touch,0.4,61.7,0,103
68978,27,2,Urban,Science,0.03,0.32,0.36,0.24,0.32,0.64,0.54,Acts of Service,0.06,42,1,Suburban,Science,0.11,0.7,0.22,0.86,0.73,0.57,0.22,Acts of Service,0.41,77.9,1,77
68979,36,2,Urban,Science,0.67,0.68,0.91,0.92,0.12,0.37,0.67,Receiving Gifts,0.68,31,1,Urban,Tech,0.37,0.87,0.45,0.39,0.49,0.43,0.72,Physical Touch,0.58,72.6,1,111
68980,24,2,Urban,Marketing,0.36,0.51,0.61,0.22,0.22,0.18,0.96,Words of Affirmation,0.53,33,4,Urban,Entrepreneurship,0.79,0.27,0.55,0.65,0.49,0.51,0.88,Acts of Service,0.25,60.0,0,72
68981,41,2,Urban,Marketing,0.73,0.34,0.58,0.51,0.61,0.76,0.44,Words of Affirmation,0.65,47,3,Urban,Tech,0.62,0.33,0.55,0.27,0.35,0.39,0.25,Quality Time,0.7,74.5,1,90
68982,49,1,Urban,Finance,0.31,0.44,0.45,0.49,0.43,0.85,0.8,Quality Time,0.46,19,4,Urban,Healthcare,0.71,0.8,0.36,0.29,0.51,0.16,0.42,Quality Time,0.19,64.8,0,86
68983,40,2,Urban,Engineering,0.28,0.66,0.59,0.83,0.22,0.73,0.65,Quality Time,0.43,52,3,Suburban,Creative Arts,0.26,0.3,0.2,0.8,0.25,0.54,0.44,Physical Touch,0.4,74.4,1,67
68984,36,2,Suburban,Education,0.65,0.48,0.67,0.95,0.18,0.01,1.0,Words of Affirmation,0.13,55,3,Urban,Science,0.41,0.23,0.61,0.69,0.18,0.76,0.64,Acts of Service,0.43,66.2,1,85
68985,20,3,Urban,Science,0.41,0.52,0.17,0.25,0.46,0.43,0.51,Receiving Gifts,0.45,26,2,Urban,Science,0.42,0.67,0.59,0.39,0.51,0.51,0.18,Words of Affirmation,0.39,95.1,1,101
68986,42,2,Suburban,Science,0.4,0.95,0.79,0.75,0.49,0.35,0.72,Words of Affirmation,0.63,43,2,Suburban,Tech,0.2,0.32,0.56,0.67,0.23,0.63,0.55,Words of Affirmation,0.85,71.7,1,73
68987,42,5,Suburban,Law,0.66,0.82,0.33,0.54,0.64,0.82,0.48,Physical Touch,0.44,51,3,Urban,Entrepreneurship,0.28,0.39,0.66,0.78,0.35,0.67,0.2,Words of Affirmation,0.94,65.5,1,57
68988,23,1,Suburban,Engineering,0.39,0.85,0.74,0.49,0.32,0.32,0.34,Quality Time,0.23,28,5,Suburban,Science,0.66,0.72,0.98,0.8,0.86,0.27,0.39,Physical Touch,0.86,50.6,0,69
68989,50,3,Urban,Marketing,0.53,0.13,0.62,0.57,0.6,0.54,0.58,Quality Time,0.34,33,2,Rural,Education,0.25,0.33,0.43,0.37,0.52,0.39,0.81,Acts of Service,0.91,62.7,0,92
68990,50,2,Suburban,Tech,0.37,0.42,0.74,0.29,0.23,0.43,0.56,Acts of Service,0.88,52,3,Urban,Creative Arts,0.56,0.17,0.63,0.32,0.11,0.69,0.46,Acts of Service,0.66,66.1,1,86
68991,32,1,Urban,Healthcare,0.33,0.59,0.43,0.85,0.52,0.05,0.67,Receiving Gifts,0.52,29,2,Rural,Healthcare,0.52,0.79,0.08,0.39,0.92,0.75,0.63,Words of Affirmation,0.41,54.2,0,55
68992,37,3,Suburban,Marketing,0.75,0.33,0.56,0.54,0.57,0.8,0.09,Words of Affirmation,0.41,47,2,Urban,Education,0.36,0.61,0.67,0.31,0.39,0.76,0.42,Acts of Service,0.24,64.2,0,49
68993,49,3,Suburban,Marketing,0.58,0.29,0.51,0.59,0.84,0.67,0.26,Quality Time,0.56,50,1,Urban,Science,0.29,0.32,0.63,0.58,0.62,0.39,0.43,Acts of Service,0.59,59.6,0,51
68994,41,5,Urban,Science,0.5,0.71,0.23,0.41,0.78,0.55,0.31,Acts of Service,0.5,39,3,Suburban,Creative Arts,0.27,0.47,0.04,0.67,0.02,0.44,0.29,Physical Touch,0.83,59.6,0,84
68995,20,1,Suburban,Law,0.3,0.24,0.4,0.34,0.52,0.14,0.47,Quality Time,0.83,45,3,Rural,Marketing,0.74,0.81,0.58,0.31,0.23,0.47,0.91,Physical Touch,0.82,55.7,0,41
68996,21,4,Urban,Healthcare,0.52,0.09,0.65,0.46,0.76,0.36,0.3,Quality Time,0.31,31,3,Urban,Education,0.14,0.5,0.03,0.26,0.95,0.72,0.14,Physical Touch,0.45,70.5,1,64
68997,23,2,Rural,Entrepreneurship,0.42,0.55,0.07,0.54,0.54,0.6,0.69,Receiving Gifts,0.2,51,5,Urban,Engineering,0.48,0.73,0.44,0.26,0.34,0.23,0.19,Quality Time,0.3,65.6,1,81
68998,36,3,Suburban,Law,0.4,0.79,0.72,0.91,0.2,0.14,0.49,Receiving Gifts,0.54,50,3,Suburban,Marketing,0.81,0.66,0.38,0.57,0.74,0.52,0.67,Words of Affirmation,0.54,52.3,0,48
68999,43,3,Urban,Finance,0.49,0.35,0.36,0.59,0.69,0.66,0.81,Physical Touch,0.61,42,2,Rural,Science,0.35,0.3,0.48,0.38,0.45,0.48,0.27,Acts of Service,0.7,74.3,1,50
69000,42,2,Urban,Law,0.38,0.61,0.56,0.27,0.66,0.44,0.34,Words of Affirmation,0.21,51,5,Rural,Finance,0.55,0.61,0.61,0.77,0.53,0.53,0.61,Acts of Service,0.53,68.6,1,106
69001,42,5,Suburban,Marketing,0.75,0.28,0.56,0.48,0.5,0.62,0.41,Receiving Gifts,0.17,47,3,Suburban,Science,0.51,0.9,0.51,0.64,0.48,0.2,0.22,Quality Time,0.73,61.3,0,85
69002,27,3,Rural,Finance,0.5,0.64,0.68,0.65,0.54,0.2,0.22,Physical Touch,0.44,43,3,Urban,Finance,0.4,0.85,0.03,0.22,0.73,0.25,0.57,Quality Time,0.12,63.8,0,49
69003,55,3,Urban,Finance,0.58,0.63,0.33,0.57,0.83,0.81,0.62,Acts of Service,0.24,49,2,Urban,Tech,0.49,0.68,0.0,0.36,0.33,0.16,0.21,Quality Time,0.26,63.5,0,37
69004,37,2,Suburban,Law,0.38,0.55,0.33,0.54,0.47,0.58,0.14,Physical Touch,0.18,23,2,Urban,Tech,0.41,0.87,0.65,0.19,0.79,0.22,0.0,Receiving Gifts,0.33,59.2,0,73
69005,22,3,Urban,Entrepreneurship,0.45,0.6,0.55,0.06,0.47,0.21,0.23,Quality Time,0.84,21,2,Urban,Finance,0.45,0.63,0.59,0.57,0.16,0.79,1.0,Physical Touch,0.47,59.2,0,65
69006,52,1,Suburban,Engineering,0.53,0.5,0.63,0.62,0.46,0.91,0.72,Words of Affirmation,0.52,38,4,Urban,Engineering,0.49,0.88,0.14,0.18,0.81,0.78,0.31,Physical Touch,0.61,57.6,0,29
69007,22,3,Urban,Tech,0.46,0.36,0.84,0.58,0.84,0.75,0.63,Acts of Service,0.29,39,5,Rural,Entrepreneurship,0.73,0.53,0.28,0.64,0.6,0.58,0.71,Physical Touch,0.62,68.9,1,51
69008,52,3,Rural,Education,0.59,0.58,0.28,0.69,0.28,0.3,0.68,Words of Affirmation,0.57,51,2,Rural,Entrepreneurship,0.4,0.27,0.56,0.45,0.82,0.33,0.33,Physical Touch,0.15,41.7,0,59
69009,20,3,Urban,Healthcare,0.4,0.1,0.34,0.51,0.38,0.06,0.34,Physical Touch,0.76,38,2,Urban,Marketing,0.39,0.32,0.12,0.37,0.51,0.45,0.81,Words of Affirmation,0.31,58.3,0,51
69010,49,3,Suburban,Finance,0.48,0.9,0.68,0.63,0.18,0.62,0.62,Words of Affirmation,0.67,24,4,Urban,Entrepreneurship,0.6,0.71,0.64,0.28,0.48,0.32,0.55,Physical Touch,0.5,61.7,0,55
69011,53,4,Suburban,Finance,0.56,0.43,0.64,0.61,0.69,0.54,0.62,Words of Affirmation,0.74,24,2,Urban,Entrepreneurship,0.36,0.87,0.65,0.54,0.75,0.49,0.62,Receiving Gifts,0.51,74.6,1,91
69012,47,1,Suburban,Finance,0.26,0.66,0.53,0.72,0.62,0.4,0.76,Words of Affirmation,0.68,31,4,Urban,Healthcare,0.52,0.63,0.5,0.77,0.37,0.83,0.5,Physical Touch,0.68,64.8,0,40
69013,46,2,Suburban,Education,0.37,0.19,0.44,0.24,0.27,0.68,0.39,Quality Time,0.46,50,2,Urban,Law,0.36,0.32,0.72,0.19,0.38,0.78,0.45,Physical Touch,1.0,71.1,1,93
69014,43,2,Rural,Tech,0.39,0.62,0.69,0.69,0.73,0.78,0.4,Acts of Service,0.53,30,4,Rural,Creative Arts,0.68,0.4,0.21,0.98,0.11,0.48,0.29,Physical Touch,0.58,45.8,0,37
69015,42,2,Suburban,Healthcare,0.57,0.68,0.49,0.43,0.52,0.55,0.52,Acts of Service,0.86,33,5,Urban,Science,0.72,0.82,0.39,0.5,0.38,0.33,0.83,Quality Time,0.53,69.3,1,67
69016,29,2,Urban,Entrepreneurship,0.29,0.67,0.74,0.54,0.38,0.35,0.63,Physical Touch,0.42,33,2,Urban,Entrepreneurship,0.41,0.76,0.91,0.64,0.42,0.39,0.33,Physical Touch,0.7,87.4,1,105
69017,35,4,Rural,Finance,0.82,0.5,0.84,0.65,0.39,0.3,0.63,Receiving Gifts,0.16,39,3,Urban,Education,0.67,0.34,0.63,0.78,0.32,0.61,0.61,Quality Time,0.45,64.8,0,81
69018,43,1,Urban,Law,0.44,0.65,0.31,0.86,0.62,0.5,0.27,Words of Affirmation,0.26,27,2,Urban,Marketing,0.54,0.85,0.46,0.46,0.78,0.72,0.48,Receiving Gifts,0.6,69.6,1,120
69019,32,2,Urban,Tech,0.19,0.34,0.49,0.55,0.31,0.25,0.68,Acts of Service,0.53,20,2,Suburban,Marketing,0.61,0.59,0.34,0.17,0.68,0.42,0.52,Receiving Gifts,0.61,69.2,1,43
69020,22,3,Urban,Engineering,0.38,0.78,0.42,0.44,0.3,0.48,0.82,Quality Time,0.65,50,3,Urban,Marketing,0.26,0.88,0.61,0.71,0.25,0.59,0.78,Acts of Service,0.85,67.9,1,86
69021,50,5,Urban,Creative Arts,0.47,0.44,0.44,0.21,0.09,0.57,0.95,Words of Affirmation,0.5,32,3,Suburban,Finance,0.36,0.24,0.67,0.35,0.37,0.88,0.39,Words of Affirmation,0.72,67.3,1,55
69022,26,5,Suburban,Tech,0.73,0.46,0.93,0.15,0.58,0.05,0.76,Physical Touch,0.55,20,3,Suburban,Healthcare,0.4,0.3,0.2,0.39,0.95,0.7,0.16,Words of Affirmation,0.63,58.6,0,73
69023,49,3,Urban,Healthcare,0.72,0.19,0.9,0.3,0.72,0.32,0.11,Acts of Service,0.5,49,4,Urban,Creative Arts,0.57,0.72,0.61,0.59,0.33,0.24,0.36,Acts of Service,0.73,80.6,1,79
69024,30,3,Urban,Engineering,0.57,0.75,0.52,0.69,0.38,0.79,0.8,Quality Time,0.58,46,5,Suburban,Creative Arts,0.55,0.52,0.29,0.69,0.48,0.87,0.46,Words of Affirmation,0.34,53.1,0,56
69025,45,3,Suburban,Entrepreneurship,0.47,0.74,0.43,0.47,0.85,0.14,0.32,Physical Touch,0.81,38,1,Suburban,Marketing,0.48,0.69,0.76,0.48,0.18,0.61,0.93,Quality Time,0.64,67.5,1,88
69026,40,4,Rural,Marketing,0.38,0.55,0.25,0.19,0.45,0.37,0.71,Physical Touch,0.22,38,5,Suburban,Creative Arts,0.43,0.72,0.12,0.65,0.59,0.3,0.34,Physical Touch,0.59,69.6,1,100
69027,41,1,Urban,Tech,0.34,0.42,0.47,0.28,0.59,0.56,0.29,Receiving Gifts,0.5,49,2,Urban,Entrepreneurship,0.27,0.16,0.69,0.27,0.14,0.61,0.61,Physical Touch,0.56,77.9,1,69
69028,48,2,Urban,Engineering,0.62,0.06,0.27,0.78,0.55,0.26,0.16,Receiving Gifts,0.68,33,4,Rural,Education,0.68,0.04,0.75,0.45,0.17,0.47,0.53,Quality Time,0.56,63.4,0,61
69029,22,2,Urban,Marketing,0.5,0.66,0.8,0.53,0.38,0.38,0.83,Receiving Gifts,0.48,19,2,Urban,Finance,0.4,0.64,0.39,0.56,0.51,0.05,0.38,Acts of Service,0.74,57.6,0,37
69030,19,2,Urban,Creative Arts,0.69,0.91,0.64,0.72,0.62,0.55,0.5,Words of Affirmation,0.44,36,3,Urban,Education,0.75,0.87,0.57,0.47,0.73,0.68,0.53,Receiving Gifts,0.38,78.3,1,87
69031,47,1,Suburban,Entrepreneurship,0.41,0.5,0.88,0.64,0.82,0.59,0.53,Acts of Service,0.31,32,4,Urban,Engineering,0.57,0.71,0.37,0.66,0.06,0.72,0.71,Receiving Gifts,0.83,57.8,0,65
69032,22,2,Urban,Healthcare,0.56,0.15,0.84,0.87,0.33,0.3,0.56,Quality Time,0.6,24,3,Rural,Entrepreneurship,0.84,0.33,0.44,0.12,0.7,0.38,0.37,Receiving Gifts,0.1,55.3,0,49
69033,27,2,Suburban,Tech,0.39,0.55,0.8,0.41,0.33,0.21,0.63,Quality Time,0.52,34,2,Rural,Healthcare,0.24,0.43,0.33,0.33,0.37,0.37,0.29,Receiving Gifts,0.19,53.4,0,60
69034,53,2,Rural,Finance,0.31,0.43,0.53,0.07,0.4,0.12,0.36,Acts of Service,0.73,18,4,Urban,Creative Arts,0.73,0.43,0.3,0.64,0.8,0.82,0.1,Acts of Service,0.66,71.3,1,115
69035,53,2,Suburban,Law,0.53,0.75,0.8,0.67,0.87,0.18,0.32,Quality Time,0.65,21,3,Suburban,Science,0.53,0.84,0.85,0.81,0.34,0.3,0.61,Receiving Gifts,0.62,81.1,1,111
69036,24,2,Urban,Law,0.61,0.49,0.43,0.58,0.44,0.75,0.77,Physical Touch,0.08,44,5,Suburban,Science,0.33,0.42,0.33,0.86,0.49,0.13,0.66,Quality Time,0.61,59.9,0,70
69037,46,4,Suburban,Marketing,0.63,0.6,0.4,0.35,0.45,0.57,0.12,Receiving Gifts,0.47,44,5,Urban,Tech,0.83,0.21,0.75,0.14,0.78,0.62,0.7,Receiving Gifts,0.25,68.0,1,74
69038,49,4,Urban,Tech,0.55,0.64,0.45,0.45,0.91,0.45,0.49,Physical Touch,0.67,55,2,Suburban,Creative Arts,0.41,0.41,0.58,0.48,0.36,0.79,0.67,Physical Touch,0.78,70.2,1,73
69039,44,3,Urban,Finance,0.61,0.24,0.83,0.37,0.38,0.83,0.07,Words of Affirmation,0.66,32,3,Suburban,Tech,0.57,0.43,0.44,0.79,0.31,0.44,0.59,Physical Touch,0.69,56.8,0,56
69040,18,2,Suburban,Tech,0.56,0.67,0.71,0.33,0.02,0.46,0.85,Words of Affirmation,0.67,37,3,Rural,Healthcare,0.41,0.14,0.67,0.14,0.9,0.72,0.5,Physical Touch,0.18,51.6,0,84
69041,37,3,Urban,Science,0.46,0.3,0.74,0.36,0.63,0.89,0.37,Quality Time,0.5,40,3,Suburban,Science,0.21,0.39,0.62,0.55,0.85,0.56,0.32,Quality Time,0.45,92.2,1,105
69042,51,4,Urban,Tech,0.8,0.75,0.55,0.85,0.37,0.53,0.5,Acts of Service,0.18,36,2,Suburban,Marketing,0.47,0.59,0.58,0.71,0.38,0.54,0.35,Words of Affirmation,0.36,74.4,1,80
69043,53,2,Urban,Engineering,0.62,0.66,0.88,0.82,0.69,0.59,0.5,Words of Affirmation,0.84,23,2,Urban,Science,0.19,0.43,0.89,0.21,0.41,0.69,0.38,Acts of Service,0.35,59.7,0,21
69044,43,3,Urban,Finance,0.68,0.7,0.93,0.06,0.72,0.35,0.11,Receiving Gifts,0.81,34,2,Suburban,Education,0.49,0.41,0.39,0.31,0.15,0.35,0.46,Acts of Service,0.51,52.0,0,40
69045,40,3,Urban,Engineering,0.3,0.37,0.81,0.77,0.4,0.36,0.36,Receiving Gifts,0.71,55,3,Urban,Tech,0.45,0.57,0.03,0.21,0.66,0.34,0.11,Quality Time,0.15,59.1,0,81
69046,50,2,Rural,Science,0.14,0.36,0.12,0.49,0.37,0.11,0.49,Receiving Gifts,0.43,33,5,Urban,Science,0.87,0.65,0.6,0.11,0.26,0.38,0.7,Acts of Service,0.78,35.9,0,74
69047,18,4,Urban,Healthcare,0.67,0.53,0.8,0.83,0.76,0.5,0.82,Words of Affirmation,0.2,28,2,Urban,Entrepreneurship,0.51,0.25,0.6,0.8,0.52,0.24,0.58,Quality Time,0.35,57.1,0,59
69048,20,3,Urban,Healthcare,0.39,0.15,0.85,0.3,0.13,0.26,0.64,Physical Touch,0.56,29,3,Urban,Finance,0.38,0.62,0.48,0.73,0.46,0.71,0.22,Acts of Service,0.85,55.6,0,58
69049,52,2,Rural,Tech,0.3,0.45,0.71,0.55,0.73,0.14,0.56,Acts of Service,0.52,22,2,Suburban,Healthcare,0.56,0.78,0.34,0.79,0.87,0.65,0.6,Quality Time,0.63,64.8,0,110
69050,52,3,Suburban,Engineering,0.47,0.9,0.31,0.69,0.91,0.61,0.62,Acts of Service,0.34,32,1,Urban,Entrepreneurship,0.46,0.33,0.52,0.8,0.54,0.43,0.7,Receiving Gifts,0.46,62.1,0,46
69051,30,3,Suburban,Creative Arts,0.44,0.47,0.55,0.93,0.4,0.64,0.72,Quality Time,0.56,29,3,Urban,Education,0.64,0.58,0.63,0.43,0.6,0.18,0.11,Quality Time,0.25,78.3,1,89
69052,50,3,Urban,Creative Arts,0.58,0.67,0.67,0.81,0.32,0.34,0.46,Receiving Gifts,0.58,38,2,Urban,Healthcare,0.27,0.38,0.65,0.48,0.45,0.76,0.82,Receiving Gifts,0.07,55.2,0,59
69053,30,3,Suburban,Tech,0.46,0.54,0.54,0.68,0.76,0.41,0.17,Quality Time,0.59,29,1,Suburban,Healthcare,0.5,0.58,0.81,0.32,0.68,0.83,0.12,Physical Touch,0.62,77.9,1,63
69054,39,3,Urban,Engineering,0.3,0.78,0.56,0.41,0.16,0.48,0.37,Physical Touch,0.33,45,3,Suburban,Finance,0.48,0.24,0.69,0.31,0.46,0.71,0.3,Physical Touch,0.43,67.3,1,120
69055,22,2,Urban,Law,0.36,0.22,0.52,0.61,0.47,0.65,0.57,Acts of Service,0.37,51,2,Suburban,Law,0.45,0.49,0.68,0.68,0.69,0.45,0.2,Words of Affirmation,0.62,78.6,1,73
69056,34,3,Urban,Science,0.56,0.57,0.09,0.26,0.56,0.7,0.64,Physical Touch,0.1,55,3,Urban,Science,0.36,0.57,0.19,0.63,0.75,0.97,0.08,Acts of Service,0.03,70.3,1,86
69057,27,2,Suburban,Marketing,0.28,0.66,0.29,0.54,0.14,0.51,0.53,Physical Touch,0.24,22,4,Urban,Law,0.65,0.76,0.82,0.65,0.31,0.82,0.26,Acts of Service,0.59,42.5,0,41
69058,44,2,Urban,Education,0.31,0.56,0.59,0.57,0.47,0.68,0.5,Physical Touch,0.55,43,3,Urban,Creative Arts,0.6,0.48,0.62,0.18,0.73,0.34,0.57,Words of Affirmation,0.7,74.1,1,111
69059,32,3,Urban,Entrepreneurship,0.49,0.29,0.66,0.61,0.1,0.35,0.45,Quality Time,0.33,19,3,Urban,Entrepreneurship,0.36,0.93,0.17,0.73,0.26,0.36,0.22,Acts of Service,0.81,62.1,0,98
69060,26,3,Suburban,Marketing,0.91,0.58,0.26,0.5,0.38,0.37,0.43,Receiving Gifts,0.55,53,4,Urban,Entrepreneurship,0.51,0.55,0.29,0.26,0.75,0.31,0.02,Receiving Gifts,0.47,79.4,1,85
69061,24,3,Suburban,Science,0.32,0.42,0.56,0.12,0.47,0.9,0.99,Quality Time,0.91,21,4,Urban,Creative Arts,0.77,0.27,0.3,0.86,0.53,0.75,0.2,Physical Touch,0.24,32.9,0,43
69062,27,2,Urban,Engineering,0.71,0.5,0.35,0.65,0.18,0.42,0.66,Acts of Service,0.2,29,3,Urban,Engineering,0.76,0.28,0.16,0.54,0.31,0.28,0.69,Receiving Gifts,0.45,64.0,0,56
69063,30,1,Suburban,Tech,0.37,0.42,0.81,0.38,0.58,0.2,0.16,Words of Affirmation,0.73,25,4,Urban,Creative Arts,0.63,0.25,0.65,0.56,0.69,0.23,0.24,Acts of Service,0.37,60.7,0,76
69064,33,5,Rural,Education,0.75,0.41,0.15,0.8,0.78,0.86,0.34,Acts of Service,0.53,42,3,Urban,Creative Arts,0.73,0.5,0.4,0.15,0.71,0.77,0.48,Acts of Service,0.11,63.7,0,87
69065,51,3,Rural,Marketing,0.37,0.16,0.18,0.53,0.2,0.42,0.37,Words of Affirmation,0.42,55,1,Urban,Engineering,0.29,0.82,0.19,0.68,0.48,0.35,0.19,Quality Time,0.64,68.9,1,113
69066,25,3,Urban,Law,0.14,0.47,0.2,0.47,0.89,0.33,0.32,Physical Touch,0.46,23,5,Urban,Marketing,0.62,0.55,0.28,0.37,0.72,0.31,0.27,Acts of Service,0.19,62.8,0,54
69067,48,5,Suburban,Marketing,0.76,0.51,0.49,0.61,0.91,0.85,0.33,Quality Time,0.46,29,1,Urban,Marketing,0.17,0.41,0.54,0.71,0.58,0.48,0.88,Physical Touch,0.72,56.4,0,74
69068,45,5,Rural,Law,0.61,0.53,0.38,0.28,0.57,0.9,0.43,Physical Touch,0.55,39,4,Urban,Engineering,0.68,0.38,0.63,0.33,0.01,0.66,0.13,Physical Touch,0.57,84.7,1,108
69069,24,1,Rural,Engineering,0.3,0.66,0.53,0.33,0.04,0.73,0.51,Words of Affirmation,0.46,45,4,Urban,Tech,0.59,0.67,0.18,0.04,0.39,0.75,0.47,Acts of Service,0.56,72.6,1,42
69070,51,2,Suburban,Tech,0.28,0.52,0.62,0.53,0.69,0.48,0.82,Acts of Service,0.52,54,5,Suburban,Tech,0.64,0.12,0.54,0.65,0.49,0.43,0.42,Receiving Gifts,0.68,57.8,0,72
69071,50,3,Urban,Law,0.57,0.11,0.83,0.12,0.63,0.32,0.18,Physical Touch,0.84,29,3,Urban,Law,0.45,0.5,0.92,0.86,0.67,0.68,0.32,Quality Time,0.88,70.0,1,81
69072,21,4,Urban,Engineering,0.8,0.31,0.59,0.25,0.75,0.24,0.54,Acts of Service,0.48,22,3,Rural,Creative Arts,0.2,0.63,0.61,0.67,0.4,0.81,0.53,Physical Touch,0.94,51.8,0,67
69073,55,3,Urban,Education,0.51,0.14,0.38,0.14,0.76,0.65,0.63,Receiving Gifts,0.67,35,3,Urban,Marketing,0.38,0.39,0.8,0.21,0.69,0.67,0.6,Physical Touch,0.22,55.3,0,43
69074,43,5,Urban,Entrepreneurship,0.77,0.54,0.3,0.36,0.5,0.49,0.23,Physical Touch,0.3,32,5,Suburban,Law,0.74,0.17,0.82,0.35,0.4,0.37,0.25,Quality Time,0.5,65.7,1,66
69075,19,3,Urban,Engineering,0.42,0.91,0.62,0.18,0.57,0.72,0.53,Quality Time,0.62,54,2,Urban,Finance,0.56,0.25,0.18,0.75,0.35,0.32,0.2,Receiving Gifts,0.76,53.6,0,10
69076,49,1,Suburban,Education,0.65,0.95,0.39,0.32,0.88,0.72,0.7,Physical Touch,0.71,46,1,Urban,Tech,0.33,0.45,0.35,0.16,0.6,0.72,0.39,Acts of Service,0.39,67.9,1,79
69077,19,3,Urban,Finance,0.48,0.24,0.83,0.21,0.5,0.95,0.43,Physical Touch,0.88,22,4,Urban,Education,0.53,0.82,0.8,0.74,0.65,0.65,0.66,Quality Time,0.26,56.5,0,84
69078,43,5,Suburban,Engineering,0.68,0.52,0.27,0.64,0.24,0.62,0.5,Quality Time,0.64,24,2,Suburban,Engineering,0.16,0.63,0.47,0.44,0.44,0.21,0.55,Physical Touch,0.21,63.0,0,76
69079,44,2,Urban,Tech,0.42,0.75,0.69,0.51,0.6,0.58,0.75,Physical Touch,0.18,22,2,Urban,Marketing,0.45,0.29,0.19,0.78,0.53,0.16,0.63,Quality Time,0.05,67.2,1,64
69080,32,5,Urban,Tech,0.42,0.23,0.28,0.88,0.68,0.51,0.69,Receiving Gifts,0.11,45,2,Urban,Creative Arts,0.47,0.28,0.66,0.32,0.88,0.39,0.51,Words of Affirmation,0.69,65.7,1,77
69081,38,2,Rural,Engineering,0.47,0.31,0.77,0.11,0.87,0.11,0.73,Physical Touch,0.6,46,3,Suburban,Healthcare,0.42,0.62,0.49,0.57,0.62,0.52,0.77,Receiving Gifts,0.51,61.8,0,81
69082,44,5,Urban,Law,0.95,0.96,0.77,0.62,0.61,0.41,0.89,Quality Time,0.61,55,2,Rural,Science,0.43,0.81,0.47,0.55,0.53,0.35,0.75,Physical Touch,0.23,51.3,0,38
69083,51,3,Suburban,Science,0.56,0.61,0.33,0.39,0.24,0.55,0.77,Receiving Gifts,0.83,53,3,Suburban,Tech,0.4,0.43,0.03,0.44,0.56,0.54,0.34,Words of Affirmation,0.09,80.1,1,68
69084,28,3,Urban,Education,0.38,0.8,0.57,0.59,0.03,0.04,0.09,Quality Time,0.67,47,1,Suburban,Tech,0.09,0.12,0.02,0.15,0.36,0.56,0.73,Words of Affirmation,0.18,30.8,0,23
69085,40,5,Urban,Marketing,0.93,0.27,0.53,0.41,0.77,0.28,0.54,Words of Affirmation,0.53,43,2,Suburban,Engineering,0.26,0.58,0.61,0.67,0.14,0.54,0.54,Acts of Service,0.83,45.8,0,53
69086,39,1,Rural,Education,0.45,0.7,0.66,0.17,0.55,0.84,0.62,Acts of Service,0.29,34,2,Urban,Law,0.41,0.91,0.4,0.93,0.33,0.69,0.36,Acts of Service,0.86,71.9,1,53
69087,40,4,Suburban,Marketing,0.56,0.36,0.54,0.45,0.87,0.69,0.33,Physical Touch,0.63,24,5,Suburban,Entrepreneurship,0.81,0.44,0.37,0.3,0.34,0.1,0.42,Acts of Service,0.42,64.2,0,59
69088,18,3,Urban,Education,0.52,0.23,0.28,0.35,0.61,0.85,0.15,Quality Time,0.87,54,3,Suburban,Education,0.23,0.47,0.21,0.09,0.45,0.73,0.34,Acts of Service,0.41,59.9,0,86
