Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,BRADLEY INTL,> 1000 ft,B-727-200,1,None,,,,5/16/00 0:00,200977,No damage,,3,EXPRESS ONE INTL,Connecticut,Approach,None,FALSE,FALSE,,5/16/00 0:00,Small,No Cloud,Unknown bird - small,,Night,N,,0,0,0,,"1,200",,,140
Airplane,EPPLEY AIRFIELD,Unknown,C-310,1,Precautionary Landing,,,,5/16/00 0:00,203499,No damage,12 M E OF OMA,2,AIRNET EXPRESS,Nebraska,Approach,None,FALSE,FALSE,DATA ENTRY NOTE: ALT REPTD AS 12 FT BUT WAS 12 MI E OF ARPT. DOUBT THAT ALT IS CORRECT. FLT 381,5/16/00 0:00,Small,Some Cloud,European starling,5,Night,N,,0,0,0,12,,,,140
,METRO OAKLAND INTL,Unknown,UNKNOWN,1,,,,,5/16/00 0:00,201150,No damage,,,UNKNOWN,California,,,TRUE,FALSE,BIRD FOUND 8000' DOWN RWY DURING BIRD PATROL AT DAWN. PROBABLY OCCURRED DURING T/O OR CLIMB.,5/16/00 0:00,Large,,Canada goose,,,,,0,0,0,0,,,,
,MONROE REGIONAL ARPT,Unknown,UNKNOWN,1,,,,,5/16/00 0:00,203834,No damage,,,UNKNOWN,Louisiana,,,TRUE,FALSE,FOUND DURING DAY. UNKN A/C.,5/16/00 0:00,,,Egrets,,,Y,,0,0,0,0,,,,
Airplane,GENERAL MITCHELL INTL,< 1000 ft,BA-31 JETSTR,1,None,,,,5/16/00 0:00,203774,No damage,,2,CHAUTAUQUA AIRLINES,Wisconsin,Approach,None,FALSE,FALSE,,5/17/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Dusk,N,,0,0,0,,100,,,140
Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-767,1,None,,,,5/16/00 0:00,201515,No damage,,2,DELTA AIR LINES,New York,Climb,None,FALSE,FALSE,BIRD HIT LWR RT NOSE JUST AFT OF RADOME AT  GLANCING BLOW. CLEANED.,5/18/00 0:00,,No Cloud,Gulls,,Day,N,,0,0,0,,10,,,165
Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,1,None,,,,5/16/00 0:00,7330,No damage,,,MILITARY,Louisiana,Approach,None,FALSE,FALSE,Bird type - Swallow.  Bird struck just below the copilot's window.,5/23/00 12:40,Medium,No Cloud,Unknown bird or bat,,Day,Y,,0,0,0,,25,,,126
Airplane,AIRBORNE AIRPARK,< 1000 ft,DC-8-63,1,None,,,,5/17/00 0:00,200725,No damage,,4,ABX AIR,Ohio,Approach,,FALSE,FALSE,ON FINAL APCH. GEAR DOWN. INSPN.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,"1,000",,,
Airplane,KODIAK AIRPORT,< 1000 ft,LOCKHEED C-130,1,None,,,,5/17/00 0:00,202587,No damage,,4,GOVERNMENT,Alaska,Landing Roll,None,FALSE,FALSE,,,,Some Cloud,Swallows,,Dusk,N,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,DC-9-30,1,,,,,5/17/00 0:00,201820,No damage,FAR,2,ABX AIR,N/A,,,FALSE,FALSE,BIRD HIT EYEBROW WINDOW. INSPN.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,DC-9-30,1,None,,,,5/17/00 0:00,200943,No damage,CWF,2,AIRNET EXPRESS,N/A,,,FALSE,FALSE,BIRD HIT NOSE BELOW CAPT WINDOW. INSPN.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/17/00 0:00,200644,No damage,SFO-SEA,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,"BIRD STRIKE ON BOTTOM OF NOSE, 1 FT BEHIND RADOME. CLEANED.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SAN FRANCISCO INTL ARPT,Unknown,B-737-300,1,,,,,5/17/00 0:00,200703,No damage,,2,UNITED AIRLINES,California,Climb,,FALSE,FALSE,CREW REPTD BIRD STRIKE TO LWR RHS FWD FUSELAGE. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,5/17/00 0:00,200928,No damage,HNL-LAX,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,REMVD REMAINS OF BIRD FROM SLIDING WINDOW. INSPCTD.,,Small,,Unknown bird - small,,,,,0,0,0,,,,,
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,DC-9,1,,,,,5/17/00 0:00,210678,No damage,,2,BUSINESS,California,Approach,None,FALSE,FALSE,,5/17/00 0:00,Small,No Cloud,Unknown bird - small,1520,Day,N,,0,0,0,,100,,,120
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,BE-1900,2 to 10,None,,,4692,5/17/00 0:00,210679,No damage,,2,COMMUTAIR,DC,Climb,None,FALSE,FALSE,,5/17/00 0:00,,No Cloud,Sparrows,900,Day,Y,,0,0,0,,200,,,
Airplane,TUCSON INTL,Unknown,B-737-300,1,Engine Shut Down,,,2542,5/17/00 0:00,244393,Caused damage,,2,UNITED AIRLINES,Arizona,Climb,,FALSE,FALSE,HIT BIRD ON ROTATION. RETURNED TO LAND WITH L ENG SHUT DOWN.. SOME FEATHERS WERE FOUND ON THE BLADES. REPLACED 3 PAIRS OF FAN BLADES.,5/17/00 0:00,Medium,,Unknown bird - medium,1930,Dusk,,,0,0,0,0,,,,
Airplane,BRADLEY INTL,Unknown,A-10A,,,,,,5/17/00 0:00,3924,No damage,,,MILITARY,Connecticut,,,TRUE,TRUE,"Submitted by 2Lt D. Swaby, BASH team Ecologist.",8/18/01 13:27,Small,,White-eyed vireo,,Night,,,0,0,0,,,,,
Airplane,SYRACUSE HANCOCK INTL,< 1000 ft,FOKKER F100,1,None,,,,5/18/00 0:00,201137,No damage,,2,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,MAINT CHECKED. OK OR SVC.,,Medium,Overcast,Unknown bird - medium,,Dusk,N,,0,0,0,,50,,,140
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,None,,,,5/18/00 0:00,204615,No damage,,2,COMAIR AIRLINES,Kentucky,Approach,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,2322,Night,N,,0,0,0,,300,,,110
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,MD-80,1,None,,,,5/18/00 0:00,202838,No damage,,2,AMERICAN AIRLINES,Illinois,Climb,Rain,FALSE,FALSE,ATIS WARNING,,,Overcast,Gulls,,Day,Y,,0,0,0,,"2,500",,,180
Airplane,CORPUS CHRISTI NAS/TRUAX FIELD,> 1000 ft,LOCKHEED P3B,1,Precautionary Landing,,,,5/18/00 0:00,269899,No damage,,,US CUSTOMS AND BORDER PROTECTION,Texas,,,FALSE,FALSE,PHASE OF FLT NOT REPTD.,,,,Unknown bird,1040,Day,,1,0,0,0,,"5,000",,,190
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/18/00 0:00,201115,No damage,DEN-MCI,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,SUSPECT BIRD HIT RHS OF A/C. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MEMPHIS INTL,Unknown,DC-8-70,1,None,,,,5/18/00 0:00,201520,No damage,,4,UPS AIRLINES,Tennessee,Approach,None,FALSE,FALSE,FOUND REMAINS ON POST FLT INSPN. BIRD WAS NOT SEEN BY CREW. ASSUME TO BE PRIOR TO LDG BECAUSE OF AMOUNT OF REMAINS.,,Medium,Some Cloud,Unknown bird - medium,300,Night,,,0,0,0,,,,,
,UNKNOWN,Unknown,UNKNOWN,1,,,CO,,5/18/00 0:00,226896,No damage,"15 MI NW OF BROOMFIELD ARPT, DENVER",,UNKNOWN,Colorado,En Route,,TRUE,FALSE,BIRD BAND 169159213,,Small,,Tree swallow,,,,,0,0,0,,,,,
Airplane,TYLER POUNDS FIELD,< 1000 ft,C-172,1,None,,,,5/18/00 0:00,201516,Caused damage,,1,BUSINESS,Texas,Approach,None,FALSE,FALSE,"DENTED ABOUT 2/3 THE WAY DOWN FROM THE WING ROOT. 8"" BY 10"".",,,Some Cloud,New World Vultures,,Day,N,336,"1,336","2,673","4,009",,500,,,90
Airplane,SAN ANTONIO INTL,< 1000 ft,MD-88,1,,,,,5/18/00 0:00,204948,Caused damage,,2,DELTA AIR LINES,Texas,Take-off run,,FALSE,FALSE,PIECES MISSING FROM SOME FAN BLADES DUE TO BIRD INGESTION. VIBRATION,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,WILEY POST ARPT,< 1000 ft,C-210 CENTUR,1,None,,,,5/18/00 0:00,202374,Caused damage,,1,US CUSTOMS AND BORDER PROTECTION,Oklahoma,Climb,None,FALSE,FALSE,"BLACK BIRD, POSSIBLY A CROW. WARNED OF MOWER & BIRDS ON EAST SIDE OF RWY. DID NOT HEAR OR FEEL STRIKE. NOTICED DAMAGE TO LE OF HORIZ STAB ON POST FLT INSPN. PIC FLEW THE C-210 20 MILES BACK TO MX FACILITY W/O INCIDENT.",,Large,No Cloud,Unknown bird - medium,,Day,Y,,0,0,0,0,20,,,100
Airplane,PIEDMONT TRIAD INTL,< 1000 ft,B-737-300,1,Other,ENG VIBRATION,,1719,5/18/00 0:00,200297,No damage,,2,US AIRWAYS*,North Carolina,Climb,None,FALSE,FALSE,ENG VIBRATED. TIME OUT OF SVC 1/2 HR.,5/18/00 0:00,Small,No Cloud,Unknown bird - small,1122,Day,,1,0,0,0,,500,,,100
,METRO OAKLAND INTL,Unknown,UNKNOWN,2 to 10,,,,,5/18/00 0:00,201555,No damage,,,UNKNOWN,California,,,TRUE,FALSE,PILOT REPTD SEEING 2 DEAD DUCKS ON CENTERLINE. NO A/C REPTD STRIKING THEM. TIME 0745.,5/18/00 0:00,,,Ducks,,,,,0,0,0,0,,,,
Airplane,CHICAGO EXECUTIVE ARPT,< 1000 ft,BE-90  KING,1,,,,,5/18/00 0:00,202192,Caused damage,,2,BUSINESS,Illinois,Approach,None,FALSE,FALSE,2 TEARS IN RT OTBD BOOT.,5/18/00 0:00,,Overcast,Ducks,,,N,,0,"4,677","4,677",,50,,,110
Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,None,,,,5/18/00 0:00,7379,No damage,,,MILITARY,Louisiana,Approach,None,TRUE,TRUE,Birdstrike on #1 main landing gear and above the #5 engine.,5/23/00 12:56,Small,No Cloud,Cape May warbler,2350,Night,Y,,0,0,0,,"1,200",,,160
Airplane,KENAI MUNICIPAL ARPT,Unknown,HC-130N,1,None,,,,5/18/00 0:00,2783,No damage,,,MILITARY,Alaska,Climb,None,TRUE,TRUE,Reported by Latie Kleidon; Controller in Charge,8/22/00 12:40,,Overcast,"Gulls,terns",830,Day,,,0,0,0,,,,,
Airplane,QUONSET STATE ARPT,< 1000 ft,CL-601/604,1,None,,,,5/19/00 0:00,204992,No damage,,2,BUSINESS,Rhode Island,Approach,Rain,FALSE,FALSE,"NO DMG FOUND, COULD NOT DETERMINE LOCATION OF STRIKE",,Medium,Overcast,Herring gull,,Day,N,,0,0,0,,50,,,
Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,> 1000 ft,C-560,1,None,,,,5/19/00 0:00,204993,No damage,,2,EXECUTIVE JET AVIATION,Ohio,Approach,None,FALSE,FALSE,BIRD HIT LHS NOSE,,Small,No Cloud,Unknown bird - small,615,Day,N,,0,0,0,,"3,000",,,135
Airplane,UNKNOWN,Unknown,DC-9-40,1,None,,,,5/19/00 0:00,205170,No damage,,2,ABX AIR,N/A,,,FALSE,FALSE,BIRD HIT TOP RHS SLAT #1.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,AIRBORNE AIRPARK,Unknown,DC-8-61,1,None,,,,5/19/00 0:00,200894,No damage,,4,ABX AIR,Ohio,Approach,,FALSE,FALSE,FOUND IMPACT AREA ABOVE F/O WINDSHLD. CLEANED.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,< 1000 ft,UNKNOWN,1,,,,,5/19/00 0:00,200166,No damage,,,UNKNOWN,Illinois,Landing Roll,Rain,FALSE,FALSE,FOUND BY WS BIOL AT 0950. HIT BY LANDING A/C.,,Medium,Overcast,Ring-billed gull,,,,,0,0,0,0,0,,,
Airplane,HEATHROW - LONDON,< 1000 ft,B-777-200,1,,,,,5/19/00 0:00,201850,No damage,,2,UNITED AIRLINES,N/A,Landing Roll,,FALSE,FALSE,"ON ARRIVAL, CREW REPTD SINGLE BIRDSTRIKE JUST FWD OF NO1 WIDOW. CLEANED & INSPCTD",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-737-200,2 to 10,,,,,5/19/00 0:00,206083,No damage,,2,UNITED AIRLINES,Illinois,Landing Roll,Rain,FALSE,FALSE,A/C HAD BIRD STRIKE ON BOTH SIDES OF A/C. FLT 8875,,Medium,,Ring-billed gull,931,Day,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,5/19/00 0:00,201503,No damage,JFK-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT #1 ENG FAN BLADE. EXITED W/O INGESTION.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-767-300,1,,,,,5/19/00 0:00,200913,No damage,,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE SUSPECTED TO RT WING OF A/C.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,CHICAGO MIDWAY INTL ARPT,Unknown,UNKNOWN,1,,,,,5/19/00 0:00,206051,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,"FOUND AT 1200, FRESH DEAD. 31C @ A",,Medium,,Herring gull,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,A-319,1,,,,,5/19/00 0:00,205926,Caused damage,ORD-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,L WING LE JUST INBDO OF #1 ENG HAD DENT 2.5 BY 4 IN AND 1/4 IN DEEP BETWEEN RIVETS ROWS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,B-727,1,None,,,,5/19/00 0:00,200912,No damage,,3,UNITED AIRLINES,Illinois,Climb,None,FALSE,FALSE,POSSIBLY SWALLOW HIT SHORTLY AFTER T/O. HIT CAPT WINDHSLD.  FLT 1757,5/19/00 0:00,Small,Overcast,Unknown bird - small,1010,Day,,,0,0,0,,,,,
Airplane,JACKSONVILLE INTL,< 1000 ft,ATR-42,1,None,,,,5/19/00 0:00,203008,No damage,,2,AMERICAN EAGLE AIRLINES,Florida,Approach,None,FALSE,FALSE,,5/19/00 0:00,Small,No Cloud,Unknown bird - small,2205,Night,,,0,0,0,,300,,,120
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-737-400,1,None,,,,5/19/00 0:00,206384,No damage,,2,US AIRWAYS*,North Carolina,Approach,None,FALSE,FALSE,,5/19/00 0:00,Small,Some Cloud,Unknown bird - small,,,N,,0,0,0,,200,,,150
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-300,1,None,,,556,5/19/00 0:00,205371,No damage,,2,US AIRWAYS*,New York,Taxi,Rain,FALSE,FALSE,PILOT REPTD HE MIGHT HAVE HIT A BIRD ON DEPTR.,5/19/00 0:00,Large,Overcast,Canada goose,1220,Day,Y,,0,0,0,0,0,,,80
Airplane,MINETA SAN JOSE INTL,< 1000 ft,C-650,1,None,,,,5/19/00 0:00,204724,No damage,,2,BUSINESS,California,Climb,None,FALSE,FALSE,HIT BASE OF PITOT TUBE AND NOSE. TWR ADZ.,5/19/00 0:00,Small,No Cloud,Unknown bird - small,738,Day,Y,,0,0,0,,75,,,170
Airplane,BURKE LAKEFRONT,< 1000 ft,PA-31 NAVAJO,2 to 10,None,,,,5/19/00 0:00,200893,No damage,,2,BUSINESS,Ohio,Landing Roll,Rain,FALSE,FALSE,BOTH RING-BILLED & HERRING GULLS REPTD. WET SURFACE ON RWY FROM RAINSTORM.,5/19/00 0:00,Medium,Overcast,Herring gull,628,Dawn,Y,,0,0,0,0,0,,,
Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-300,1,None,,,,5/19/00 0:00,203213,No damage,,2,AMERICA WEST AIRLINES,Oregon,Descent,None,FALSE,FALSE,WHITE BIRD. JUST OUTSIDE PDX AIRSPACE.,5/19/00 0:00,Medium,Overcast,Unknown bird - medium,2330,Night,Y,,0,0,0,,"5,000",,,
,LONG ISLAND MAC ARTHUR,Unknown,UNKNOWN,1,,,,,5/19/00 0:00,204110,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,SMALL CAGO. FOUND ON RWY NSPN ON WET RWY. DURING DAY IN MORNING. SEVERAL A/C HAD USED RWY BUT NONE REPTD STRIKE.,5/19/00 0:00,Large,,Canada goose,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/19/00 0:00,204111,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,DEAD MODO FOUND (DEAD FOR 1-2 DAYS). AT B-12 INTSN OF RWY 8L/26R,5/23/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
Airplane,LIMA ALLEN COUNTY,< 1000 ft,LEARJET-25,1,Engine Shut Down,EMERGENCY DECLARED,,,5/19/00 0:00,201273,Caused damage,,2,BUSINESS,Ohio,Take-off run,Fog,FALSE,FALSE,FLT 77. #2 ENG FAILED. EXTENSIVE FOD DMG TO STAGES 1-8 COMPRESSOR AND STATORS. PILOT DECLARED EMERGENCY & MADE A PREC LDG AT WILLOW RUN ARPT IN DETROIT W/O INCIDENT,7/21/00 0:00,Medium,Overcast,Unknown bird - medium,1035,Day,N,24,"13,364","137,646","151,010",0,0,,,120
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,1,None,,,,5/19/00 0:00,208313,No damage,,2,HAWAIIAN AIR,Hawaii,Landing Roll,None,FALSE,FALSE,BIRD IHT RHS FUSELAGE. DIDN'T SEE IT,11/20/00 0:00,Small,Some Cloud,Unknown bird - small,,Dusk,,,0,0,0,0,0,,,80
,CHARLES B WHEELER DOWNTOWN ARPT,< 1000 ft,P-3C,1,None,,,,5/19/00 0:00,2784,No damage,,,MILITARY,Missouri,Approach,None,FALSE,FALSE,"FAA Report

Possible starling",1/23/01 11:15,Small,Overcast,Unknown bird - small,1703,Day,,0,0,0,0,,200,,,145
Airplane,LONG ISLAND MAC ARTHUR,Unknown,CL-601/604,1,,,,,5/19/00 0:00,214585,No damage,,2,ATLANTIC SOUTHEAST,New York,Approach,,FALSE,FALSE,INGESTION. SEVERAL BIRDS SEEN. 1 INGESTED. NO BLADE DAMAGE. FINAL APCH. (DATA ENTRY NOTE: ARPT FOUND A CANANDA GOOSE ON RWY BUT NOT SURE IF THAT IS RELATED TO THIS STRIKE.) REG GIVEN AS CL7196,12/31/01 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,140
Airplane,EPPLEY AIRFIELD,< 1000 ft,B-757-200,1,,,,,5/20/00 0:00,202559,No damage,,2,UNITED AIRLINES,Nebraska,Take-off run,,FALSE,FALSE,HIT TOP OF COCKPIT. CLEANED BLOOD STAIN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-727-200,1,,,,,5/20/00 0:00,205903,No damage,,3,UNITED AIRLINES,Illinois,Landing Roll,,FALSE,FALSE,"LHS RADOME, LOWER FUSELAGE. 1 BIRD SEEN. INSPCTD.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,MCCARREN INTL,< 1000 ft,B-737-300,2 to 10,None,,,,5/20/00 0:00,202105,No damage,,2,UNITED AIRLINES,Nevada,Take-off run,None,FALSE,FALSE,FLT 2706 HIT 2-3 SPARROWS AT ROTATION.,,,No Cloud,Sparrows,922,Day,N,,0,0,0,0,0,,,148
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,5/20/00 0:00,201145,No damage,DAY-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,HIT RHS FUSELAGE FLOOR LEVEL. CLEANED AREA INBD OF #2 ENG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/20/00 0:00,200434,No damage,ORD-SMF,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT JUST BELOW RH #3 WINDOW. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,> 1000 ft,B-757-200,1,,,,,5/20/00 0:00,203533,Caused damage,4 MI N,2,NORTHWEST AIRLINES,Michigan,Climb,,FALSE,FALSE,BIRD HIT ENG COWL. 1 BLADE DAMAGED,,Medium,,Unknown bird - medium,,,,,0,0,0,4,"7,000",,,
Airplane,WICHITA MID-CONTINENT ARPT,< 1000 ft,BE-1900,1,None,,,,5/20/00 0:00,202772,No damage,,2,AIR MIDWEST,Kansas,Climb,None,FALSE,FALSE,FLT 681,5/20/00 0:00,Medium,No Cloud,Red-tailed hawk,630,Dawn,N,,0,0,0,,10,,,
Airplane,UNKNOWN,Unknown,MD-82,1,None,,,,5/20/00 0:00,201957,No damage,FOUND AT DFW,2,AMERICAN AIRLINES,N/A,,None,FALSE,FALSE,F/O FOUND SUSPECTED BIRD STRIKE ON LE OF RT WING 3' INBD OF WINGTIP ON PREFLT.,5/20/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,STEWART INTL AIRPORT,< 1000 ft,CL-RJ100/200,1,None,,,,5/21/00 0:00,201146,No damage,,2,MIDWAY AIRLINES,New York,Approach,Fog,FALSE,FALSE,,,Small,Overcast,Unknown bird - small,,Day,N,,0,0,0,,50,,,120
Airplane,MEMPHIS INTL,< 1000 ft,A-320,1,,,,,5/21/00 0:00,203809,No damage,,2,NORTHWEST AIRLINES,Tennessee,Landing Roll,None,FALSE,FALSE,LANDING FLARE.,,,Some Cloud,Sparrows,,Day,Y,,0,0,0,0,0,,,100
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-757-200,1,,,,,5/21/00 0:00,200595,No damage,,2,UNITED AIRLINES,Colorado,Landing Roll,,FALSE,FALSE,CLEANED REMAINS JUST ABOVE CAPT WINDOW.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,A-319,1,,,,,5/21/00 0:00,201747,No damage,,2,UNITED AIRLINES,Illinois,Take-off run,,FALSE,FALSE,BIRDSTRKE NOSE AREA. POSSIBLE FOD ON RWY.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,130
Airplane,EPPLEY AIRFIELD,> 1000 ft,B-737-300,1,None,,,,5/21/00 0:00,200124,No damage,,2,UNITED AIRLINES,Nebraska,Approach,None,FALSE,FALSE,INSPN.,,Medium,Some Cloud,Unknown bird - medium,1300,Day,N,,0,0,0,,"4,000",,,180
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/21/00 0:00,200125,No damage,MBS-ORD,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,NO SIGN OF BIRD STRIKE FOUND.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MERRILL C MEIGS ARPT,Unknown,DA-10 FALCON,1,None,,,,5/21/00 0:00,200742,No damage,,2,BUSINESS,Illinois,Climb,Rain,FALSE,FALSE,"PART OF FORM WAS TORN, UNKN WHERE BIRD HIT. ALT 500AGL)",,,Overcast,Gulls,,Day,Y,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,Unknown,UNKNOWN,1,,,,,5/21/00 0:00,203102,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,FOUND AT 1356 ON M4. SECOND YR BIRD,,Medium,,Red-tailed hawk,,,,,0,0,0,0,,,,
,DALLAS/FORT WORTH INTL ARPT,Unknown,UNKNOWN,1,,,,,5/21/00 0:00,202910,No damage,,,AMERICAN AIRLINES,Texas,,,FALSE,FALSE,FLT 850. PHASE AND PART UNKN,2/15/01 0:00,,,Grackles,634,,,,0,0,0,,,,,
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,BE-200 KING,1,None,,,,5/22/00 0:00,201425,No damage,,2,BUSINESS,California,Take-off run,Fog,FALSE,FALSE,,,Medium,Overcast,Unknown bird - medium,1137,Day,N,,0,0,0,0,0,,,
Airplane,TULSA INTL,< 1000 ft,C-152,1,None,,,,5/22/00 0:00,200177,No damage,,1,BUSINESS,Oklahoma,Take-off run,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,2100,Night,N,,0,0,0,0,0,,,50
Airplane,MINETA SAN JOSE INTL,> 1000 ft,B-737-300,1,,,,,5/22/00 0:00,201975,No damage,,2,AMERICA WEST AIRLINES,California,Climb,None,FALSE,FALSE,,,Medium,No Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"5,000",,,210
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-737-300,1,,,,,5/22/00 0:00,202675,No damage,,2,UNITED AIRLINES,Illinois,Take-off run,,FALSE,FALSE,BIRD HIT LWR RHS ON T/O.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-30,1,,,,,5/22/00 0:00,201597,No damage,,2,NORTHWEST AIRLINES,Michigan,Approach,,FALSE,FALSE,HIT LWR RADOME. INSPN. FLT 759,,Medium,,Unknown bird - medium,,,,,0,0,0,,775,,,
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,MD-80,1,,,,,5/22/00 0:00,201976,No damage,,2,AMERICAN AIRLINES,Illinois,Approach,Rain,FALSE,FALSE,UNKNW IF DAMAGE OR LOSS OF REVENUE,,Medium,Overcast,Unknown bird - medium,,Day,Y,,0,0,0,,"1,500",,,145
Airplane,UNKNOWN,Unknown,B-727-200,1,,,LA,,5/22/00 0:00,200135,No damage,SHV-MLU,3,DELTA AIR LINES,Louisiana,En Route,,FALSE,FALSE,FLT 1912. BIRD HIT REAR HORIZ STAB.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,5/22/00 0:00,203466,No damage,ORD-GRR,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,SUSPECT BIRD HIT RWR RHS RADOME. INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
